iter	RMSE
160	0.269255251
161	0.2687941623
162	0.2683471918
163	0.2679256121
164	0.2676766364
165	0.2673168669
166	0.2669963783
167	0.2666204328
168	0.266291174
169	0.2660341427
170	0.2657191303
171	0.2652369092
172	0.2650351981
173	0.2648974063
174	0.2644428272
175	0.2641470392
176	0.263866503
177	0.2637269757
178	0.2633933906
179	0.2629543295
180	0.2624796268
181	0.2619505884
182	0.2616161652
183	0.2612478875
184	0.261014958
185	0.2607184314
186	0.260434332
187	0.2599860539
188	0.2596259192
189	0.2594707177
190	0.2591672486
191	0.2589312997
192	0.2587013931
193	0.2583760473
194	0.2581765789
195	0.2575500142
196	0.2573864956
197	0.2571783292
198	0.2569284894
199	0.256867559
200	0.2567025585
201	0.2566013936
202	0.2562379008
203	0.2558685291
204	0.2557743661
205	0.2556202874
206	0.2551785299
207	0.2550028599
208	0.2544746408
209	0.2541491155
210	0.2538041215
211	0.2536169329
212	0.2535332577
213	0.2533372957
214	0.2531210928
215	0.2530493238
216	0.252756507
217	0.2525395987
218	0.2523659723
219	0.2521677875
220	0.2520612604
221	0.2519005074
222	0.2516074513
223	0.2514614216
224	0.2509641132
225	0.2508353728
226	0.2506039104
227	0.250315705
228	0.2498155414
229	0.2496634354
230	0.2495890728
231	0.2493721362
232	0.2490940531
233	0.2486771835
234	0.2482850589
235	0.2478774504
236	0.2474905877
237	0.2473688942
238	0.247274293
239	0.2470181103
240	0.2466013765
241	0.2463556842
242	0.2459479891
243	0.2457016269
244	0.2455244943
245	0.2451732138
246	0.2448692844
247	0.2445188755
248	0.244298302
249	0.243948327
250	0.2437234396
251	0.2436016212
252	0.2432798637
253	0.2428773117
254	0.2425118659
255	0.2422762937
256	0.2420603134
257	0.2417405749
258	0.2414467654
259	0.2410305469
260	0.2406934027
261	0.2405612023
262	0.2402291959
263	0.2400544968
264	0.2396128968
265	0.2392758248
266	0.2389334068
267	0.2387898921
268	0.2384610419
269	0.2382351815
270	0.2379506076
271	0.2377663587
272	0.2376311991
273	0.237332373
274	0.2371977936
275	0.2369309971
276	0.2366894718
277	0.2364560323
278	0.2362454898
279	0.2361227995
280	0.2357635082
281	0.2354215181
282	0.2350839485
283	0.2344367578
284	0.2342271205
285	0.2339093265
286	0.233756254
287	0.2335619148
288	0.2332436355
289	0.2330692971
290	0.2327540418
291	0.2325201961
292	0.2323117158
293	0.2319639625
294	0.231775773
295	0.2314860593
296	0.2311612224
297	0.2310408894
298	0.2308440838
299	0.2305169038
300	0.2302938957
301	0.2302036612
302	0.2300678775
303	0.2298403837
304	0.229577766
305	0.2291797641
306	0.2288051672
307	0.2286784032
308	0.2283149067
309	0.2282058847
310	0.2279101498
311	0.2277239919
312	0.2274919778
313	0.2273148061
314	0.2271115502
315	0.2268080295
316	0.2267141994
317	0.2264480694
318	0.2263560995
319	0.2261795346
320	0.226119957
321	0.2258934526
322	0.2256586599
323	0.22555721
324	0.2253883888
325	0.2251232174
326	0.2250023255
327	0.2248385387
328	0.2246091949
329	0.2244690973
330	0.2241420684
331	0.2238548973
332	0.2237029292
333	0.2233009069
334	0.2232157619
335	0.2230601743
336	0.2227209699
337	0.2225596167
338	0.2223881109
339	0.2220678251
340	0.2219746605
341	0.2217074212
342	0.2216335782
343	0.2212646743
344	0.2209369542
345	0.2207058407
346	0.2205438569
347	0.2203515254
348	0.2202055995
349	0.2200851142
350	0.2198439238
351	0.2195983003
352	0.2194697304
353	0.2193686841
354	0.2191070604
355	0.2185623808
356	0.218189609
357	0.2178989704
358	0.2177789613
359	0.217481697
360	0.2174056501
361	0.2172610395
362	0.2170068274
363	0.2169360987
364	0.2168064631
365	0.2166855463
366	0.2165514422
367	0.2163679602
368	0.2161566354
369	0.2159758267
370	0.2157314169
371	0.2154050977
372	0.2153655057
373	0.2152315272
374	0.2150697951
375	0.2149101722
376	0.2146622602
377	0.2144182367
378	0.2142926948
379	0.2139723795
380	0.2138384413
381	0.2135958446
382	0.2132998095
383	0.2131100319
384	0.2130214296
385	0.212844101
386	0.2125531215
387	0.2124909851
388	0.2123557727
389	0.2122612819
390	0.2119744336
391	0.2118436318
392	0.2116330852
393	0.2115275598
394	0.211269692
395	0.21110302
396	0.2109485755
397	0.2107692169
398	0.2105247078
399	0.2103354677
400	0.2102061525
401	0.2100073182
402	0.2099737446
403	0.2096251272
404	0.2094528085
405	0.2092285745
406	0.2090942761
407	0.208945073
408	0.2088302203
409	0.2086320466
410	0.2085160822
411	0.2082437238
412	0.2081355471
413	0.2079750686
414	0.207866611
415	0.2075906378
416	0.2074587101
417	0.2073478843
418	0.207153431
419	0.2069519398
420	0.2067874172
421	0.2067507756
422	0.2064724942
423	0.2063424663
424	0.2062650713
425	0.2059643903
426	0.2058140047
427	0.2056879452
428	0.2054046769
429	0.2052317671
430	0.2050526369
431	0.2048652583
432	0.20469499
433	0.2044789328
434	0.2043417405
435	0.2042881548
436	0.2041486176
437	0.2039361082
438	0.2037994241
439	0.2036774431
440	0.2035865785
441	0.2033869132
442	0.2031882653
443	0.2030758024
444	0.2029791681
445	0.2028185459
446	0.2027039088
447	0.2026357569
448	0.2025770853
449	0.2024278324
450	0.2022971763
451	0.2020502398
452	0.201978626
453	0.2019398406
454	0.2018821177
455	0.2018093346
456	0.2015722487
457	0.2013419062
458	0.2013052764
459	0.2011589954
460	0.2010546591
461	0.2009293099
462	0.2009000685
463	0.2006683379
464	0.2003406095
465	0.2001318702
466	0.2000230746
467	0.1998192787
468	0.1997680112
469	0.1997105863
470	0.1994894873
471	0.1994359706
472	0.1993075798
473	0.1992659446
474	0.1991408946
475	0.1989507418
476	0.1987740191
477	0.1986553154
478	0.198514041
479	0.1983926325
480	0.1981941201
481	0.1981736829
482	0.1980291762
483	0.1978580878
484	0.1977384763
485	0.1975512573
486	0.1974411841
487	0.1973203718
488	0.197191834
489	0.1970019239
490	0.1967874756
491	0.1966961781
492	0.1964909972
493	0.1963611337
494	0.1961990903
495	0.1961644469
496	0.1961058525
497	0.1960887016
498	0.1960367643
499	0.195735441
500	0.1955327524
501	0.1953353412
502	0.1952306774
503	0.1951123348
504	0.1949068465
505	0.1948838946
506	0.1947375214
507	0.1945243187
508	0.194253054
509	0.1940713733
510	0.1939379114
511	0.1937202329
512	0.1936019159
513	0.1933829477
514	0.1932793698
515	0.1931254697
516	0.1930893751
517	0.1928628958
518	0.1927511876
519	0.1924725095
520	0.1921749854
521	0.191951312
522	0.1917476684
523	0.1916863201
524	0.1915695398
525	0.1913676557
526	0.1912300542
527	0.1910940469
528	0.1909216336
529	0.1908775291
530	0.1907997692
531	0.1906063615
532	0.1904138502
533	0.1902720161
534	0.1902066794
535	0.1899931858
536	0.1896994576
537	0.1895351317
538	0.1893707997
539	0.1892439998
540	0.1891289228
541	0.1889707056
542	0.1888644103
543	0.1887589185
544	0.1886295807
545	0.1884842417
546	0.1882448374
547	0.188153171
548	0.1880642004
549	0.1879191257
550	0.1878428049
551	0.1878048895
552	0.1877400909
553	0.1876708712
554	0.1874942493
555	0.1873167737
556	0.187277266
557	0.1871271992
558	0.1869855001
559	0.1869202318
560	0.186899722
561	0.1867716101
562	0.1867459243
563	0.1865733083
564	0.1864739583
565	0.1863355795
566	0.1862867536
567	0.1862168286
568	0.1860031325
569	0.1858988213
570	0.1857615776
571	0.1856328408
572	0.1855315602
573	0.1853983615
574	0.1853569344
575	0.1852598195
576	0.1851898146
577	0.1850554162
578	0.1850248485
579	0.184795721
580	0.1846946841
581	0.1845933592
582	0.1844840067
583	0.1843636879
584	0.184353216
585	0.1842161913
586	0.1840231746
587	0.1839637527
588	0.1837313395
589	0.1835172565
590	0.1834409141
591	0.1833259824
592	0.1832451724
593	0.1831760063
594	0.1828593319
595	0.1827528687
596	0.1825976682
597	0.1824960068
598	0.1823701476
599	0.1821604151
600	0.1820339701
601	0.1819828898
602	0.1818733454
603	0.181782023
604	0.1817480201
605	0.1815993535
606	0.1815556667
607	0.1815133345
608	0.181415645
609	0.1813157549
610	0.1812857871
611	0.1811443561
612	0.1810427741
613	0.1807702997
614	0.1806776707
615	0.1806410666
616	0.1806155107
617	0.1805208586
618	0.1803914898
619	0.1802966999
620	0.1801769973
621	0.1799547772
622	0.1797830026
623	0.1796388512
624	0.1796302922
625	0.1795374419
626	0.1794563783
627	0.1794077733
628	0.1792363106
629	0.1791152325
630	0.178938141
631	0.1787854057
632	0.1786740496
633	0.1785845237
634	0.1784416376
635	0.1783307502
636	0.1781880423
637	0.1779591527
638	0.1778501149
639	0.1776159085
640	0.1774447901
641	0.1773695164
642	0.1772489885
643	0.1772365141
644	0.1771296128
645	0.1770263227
646	0.1768200497
647	0.1767043825
648	0.1766001795
649	0.1764216406
650	0.1763532585
651	0.1762002909
652	0.1760123876
653	0.1758416002
654	0.1757080125
655	0.1756242314
656	0.1755324236
657	0.1753661029
658	0.1752710756
659	0.1751219452
660	0.1750196968
661	0.1748172378
662	0.1747243429
663	0.1746705132
664	0.1746023902
665	0.1744801417
666	0.1744278865
667	0.1743977687
668	0.174337389
669	0.1740968637
670	0.1740142925
671	0.1739354229
672	0.1739107739
673	0.1738107276
674	0.1736776414
675	0.1734942554
676	0.1733730313
677	0.173358955
678	0.1732250527
679	0.1731309242
680	0.1731161619
681	0.1730125686
682	0.1729369919
683	0.1728728317
684	0.172712759
685	0.1726262914
686	0.1724827698
687	0.1723882325
688	0.1721735918
689	0.172007986
690	0.1719603171
691	0.1719235153
692	0.1718896152
693	0.1718413697
694	0.1717091427
695	0.1715645035
696	0.171527715
697	0.1713575957
698	0.1711893071
699	0.1710354603
700	0.1708926449
701	0.1707309189
702	0.1706893762
703	0.1706260385
704	0.170590011
705	0.1705552757
706	0.1703733633
707	0.1702346236
708	0.1702008453
709	0.1700760161
710	0.1698877258
711	0.1698185078
712	0.1697333879
713	0.169588145
714	0.1695111714
715	0.1693805175
716	0.1693022553
717	0.1692216595
718	0.1690426482
719	0.1688299825
720	0.1687579503
721	0.1686443151
722	0.1684383787
723	0.1684126899
724	0.1683214327
725	0.1682835999
726	0.1681878757
727	0.1680635622
728	0.1680296739
729	0.1678922903
730	0.1677489085
731	0.1677159938
732	0.1676186839
733	0.1674898584
734	0.1672922086
735	0.1672282755
736	0.167210811
737	0.1670953004
738	0.1668771403
739	0.1666496001
740	0.1665338874
741	0.1664497764
742	0.1664288583
743	0.1662048674
744	0.1661938388
745	0.1660757533
746	0.1659553048
747	0.1658069869
748	0.1657936377
749	0.1657156138
750	0.1656235552
751	0.1655788577
752	0.1653471737
753	0.1653188316
754	0.1651585594
755	0.1650674043
756	0.1649126549
757	0.1648770243
758	0.1648370997
759	0.1648272246
760	0.164784937
761	0.1647321919
762	0.1646607417
763	0.1644991303
764	0.164490091
765	0.164369801
766	0.1643610388
767	0.1642215902
768	0.1640077591
769	0.1638267834
770	0.1637725038
771	0.1637244728
772	0.1636129461
773	0.1635077401
774	0.1634802253
775	0.163420561
776	0.1633053005
777	0.1631916274
778	0.1630448864
779	0.1628757671
780	0.1627763478
781	0.1626230701
782	0.1625898862
783	0.1625134495
784	0.1625005225
785	0.1623604337
786	0.1621715619
787	0.1620611307
788	0.1619957281
789	0.1618563042
790	0.1617112618
791	0.1615733347
792	0.1615355378
793	0.1614259654
794	0.1613332068
795	0.1612251609
796	0.1611251853
797	0.1610500595
798	0.161032607
799	0.1609654744
800	0.1608749538
801	0.1607493578
802	0.1605854297
803	0.1604134438
804	0.1602848587
805	0.1601498061
806	0.1599888313
807	0.1598350279
808	0.1598007845
809	0.1597194381
810	0.1596195834
811	0.1595494758
812	0.1594940131
813	0.1593906918
814	0.1593385258
815	0.1592019664
816	0.1591857358
817	0.1591507311
818	0.159042895
819	0.1588143758
820	0.1587444454
821	0.1586399707
822	0.1585809208
823	0.1585527208
824	0.1583996041
825	0.1583912957
826	0.1582705766
827	0.1581934195
828	0.1581348634
829	0.1580390361
830	0.1578838081
831	0.1577688795
832	0.1577458952
833	0.1577377115
834	0.1576553724
835	0.1574910086
836	0.1573850836
837	0.1572582869
838	0.157173421
839	0.1571097076
840	0.1570343466
841	0.1569885562
842	0.156921802
843	0.1568242839
844	0.156757515
845	0.1567070767
846	0.1566425015
847	0.1565126677
848	0.1564294984
849	0.1563818331
850	0.1563304709
851	0.1562549157
852	0.1561586387
853	0.1561348997
854	0.1559937458
855	0.1559323646
856	0.155901745
857	0.1557851552
858	0.1556674633
859	0.1556590046
860	0.1555399383
861	0.1554614265
862	0.1553279412
863	0.1553203032
864	0.1552269225
865	0.1551433514
866	0.1550124775
867	0.1549495248
868	0.1549179085
869	0.1547836233
870	0.1546963336
871	0.1545415024
872	0.1544704041
873	0.1543520806
874	0.154324769
875	0.1543220901
876	0.1542659381
877	0.1542558106
878	0.1540944454
879	0.1540773662
880	0.154060164
881	0.1539146937
882	0.1538923757
883	0.1538010111
884	0.1537095543
885	0.1535868917
886	0.1535376023
887	0.1535316825
888	0.1534532514
889	0.1534477856
890	0.1534061454
891	0.1533646273
892	0.1533178672
893	0.153194642
894	0.1531725887
895	0.1531075452
896	0.1530174246
897	0.1529317301
898	0.1527960421
899	0.1527416324
900	0.1526529163
901	0.1526430853
902	0.1525847009
903	0.1525781
904	0.1525089436
905	0.1524128047
906	0.1523398214
907	0.152330121
908	0.1522735815
909	0.1521240713
910	0.1520853208
911	0.1519865766
912	0.1518979067
913	0.1518185993
914	0.1517584165
915	0.1516753375
916	0.1515929738
917	0.1515879593
918	0.1515382384
919	0.1514740515
920	0.151398671
921	0.1513621482
922	0.1513558419
923	0.1512833
924	0.1512704215
925	0.1511179208
926	0.1510830801
927	0.1510480318
928	0.1509797638
929	0.1509132771
930	0.1508582702
931	0.1508204932
932	0.1508138107
933	0.1507869673
934	0.1507731485
935	0.1506943368
936	0.1506372507
937	0.1506344706
938	0.1506302567
939	0.150593519
940	0.1505355976
941	0.1504788956
942	0.150349176
943	0.15030179
944	0.1502960637
945	0.150152043
946	0.1501484625
947	0.1500931752
948	0.1500519576
949	0.1500480158
950	0.1500104236
951	0.1499375457
952	0.1498953923
953	0.1498283686
954	0.1498109323
955	0.1497721164
956	0.1497434375
957	0.1497384918
958	0.1497020478
959	0.1496922009
960	0.149689387
961	0.1496520999
962	0.1496100826
963	0.1495427255
964	0.1494723115
965	0.1494327519
966	0.1494030534
967	0.1493425023
968	0.1491892887
969	0.1491819976
970	0.1491231737
971	0.14909218
972	0.1490343185
973	0.1489746618
974	0.1489074017
975	0.1488804063
976	0.1487959237
977	0.14871228
978	0.1486623592
979	0.1485193804
980	0.148517433
981	0.1484434687
982	0.1483722434
983	0.1482237253
984	0.148167804
985	0.148041016
986	0.1480186821
987	0.1479716075
988	0.1478579613
989	0.1477250355
990	0.1477128655
991	0.1476628825
992	0.1476112102
993	0.1474928741
994	0.1474295881
995	0.1474252597
996	0.1474196741
997	0.1473589224
998	0.1472699389
999	0.147206118
